name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
virginia,2020-01-12,69.4,47.8,63.1,69.4,47.8,63.1,51.8,69.8,0.388,100,16.67,rain,0,0,38.8,22.7,216.4,1021.9,46.9,9.6,89.4,7.5,4,,2020-01-12T07:24:21,2020-01-12T17:11:46,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-13,58.4,51.8,54.4,58.4,51.8,54.4,47.4,77.8,0.008,100,8.33,rain,0,0,12.5,6.3,359.2,1027.8,90.5,9.5,32.2,2.8,2,,2020-01-13T07:24:08,2020-01-13T17:12:46,0.6,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-14,53.5,49.6,52,53.5,46.1,51.8,51.1,97,1.073,100,29.17,rain,0,0,21.3,9.2,355.8,1023.5,95.6,4.6,18.4,1.7,1,,2020-01-14T07:23:52,2020-01-14T17:13:46,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-15,54.3,47,50.1,54.3,45.6,49.8,48.3,93.9,0,0,0,,0,0,15.9,6.8,104.3,1022.4,87.5,4.9,49,4.3,2,,2020-01-15T07:23:34,2020-01-15T17:14:48,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-16,60.4,39.2,53.1,60.4,31.4,51.8,34.6,56.1,0,0,0,,0,0,34.3,23,304.3,1020.2,30.8,9.7,105.8,9.2,5,,2020-01-16T07:23:15,2020-01-16T17:15:50,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,AS694,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-17,40.6,28.7,34.6,35.8,22.3,28.2,14.7,44.5,0,0,0,,0,0,31.1,14.4,354.2,1038.1,29,9.9,111.7,9.7,5,,2020-01-17T07:22:53,2020-01-17T17:16:53,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-18,39.8,28.9,34.1,33.6,24,29.6,25.5,71.6,0.116,100,20.83,"rain,snow",0,0,30.9,13.3,186.9,1029.1,82.8,9.3,23.8,2.1,1,,2020-01-18T07:22:30,2020-01-18T17:17:56,0.78,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-19,51.9,30.6,43.8,51.9,21.7,38.7,29.7,62,0,0,0,,0,0,32.6,17,280.2,1013.5,41,9.9,111.9,9.6,5,,2020-01-19T07:22:04,2020-01-19T17:19:00,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-20,35.9,24.9,29.1,29.1,12.5,20.5,10.8,46.7,0,0,0,,0,0,23.4,18.9,351.6,1027.5,0.7,9.9,122.2,10.4,5,,2020-01-20T07:21:37,2020-01-20T17:20:04,0.85,Clear,Clear conditions throughout the day.,clear-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-21,36.9,22,28,30.9,11,19.9,12.2,52,0,0,0,,0,0,24.2,13.3,359.5,1032.2,3.6,9.9,125.7,10.9,5,,2020-01-21T07:21:07,2020-01-21T17:21:09,0.89,Clear,Clear conditions throughout the day.,clear-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-22,42,20.7,30.1,39.3,13.6,25.8,16.9,59.4,0,0,0,,0,0,17.4,7.7,8.9,1032,9.9,9.8,131.3,11.4,5,,2020-01-22T07:20:36,2020-01-22T17:22:14,0.92,Clear,Clear conditions throughout the day.,clear-day,"KRIC,KFCI,F2053,AS694,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-23,44.1,23.2,33.2,44.1,19.7,32.3,24.7,71.5,0,0,0,,0,0,8.3,5.3,7.3,1029.2,40.9,9.8,67.1,5.7,3,,2020-01-23T07:20:03,2020-01-23T17:23:19,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-24,60.2,31.7,46.2,60.2,26.3,44.3,40.2,80,0,0,0,,0,0,24.2,14.5,81,1022.6,71.9,9.2,62,5.4,4,,2020-01-24T07:19:27,2020-01-24T17:24:25,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-25,60.2,44.9,52.9,60.2,41.4,52.6,47.2,82.3,0.803,100,41.67,rain,0,0,30.4,14.2,231,1011.8,65.3,8.7,87.5,7.5,4,,2020-01-25T07:18:50,2020-01-25T17:25:31,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-26,51.7,33.8,42.9,51.7,30.1,40,29.6,61.1,0,0,0,,0,0,20.8,12.9,278.7,1013.5,35.1,9.9,128.2,11.1,6,,2020-01-26T07:18:12,2020-01-26T17:26:38,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-27,52.6,30.1,41.6,52.6,27.2,39,29.5,63.6,0,0,0,,0,0,21.2,14,283.4,1010.7,26.4,9.9,120.4,10.4,5,,2020-01-27T07:17:31,2020-01-27T17:27:44,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C0630,KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-28,47,31.5,41.6,42.2,31.5,38,28,59,0,0,0,,0,0,29.3,17.1,328.1,1014.6,78.7,9.9,64.1,5.5,3,,2020-01-28T07:16:49,2020-01-28T17:28:51,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-29,45.2,28.1,36.2,44.1,28.1,35,26.5,69.5,0,0,0,,0,0,17.2,8.1,338.9,1020.1,64.1,9.8,89.6,7.7,4,,2020-01-29T07:16:05,2020-01-29T17:29:57,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-30,43.7,26,34.2,43.7,21.5,32.1,25.3,71.7,0,0,0,,0,0,12.3,8.1,20.6,1024.5,47.4,9.8,82.6,7.2,4,,2020-01-30T07:15:19,2020-01-30T17:31:04,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-01-31,45.7,26.6,35.8,45.7,26.6,34.6,30,80.7,0.118,100,29.17,rain,0,0,10.7,10.7,5.5,1025.2,56.3,8.9,68,5.7,3,,2020-01-31T07:14:31,2020-01-31T17:32:11,0.22,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-02-01,49.9,36.5,42.3,49.9,34.4,40.5,38.1,86,0.028,100,16.67,rain,0,0,17.7,9.2,281.9,1013.7,79.5,7.8,72.5,6.3,5,,2020-02-01T07:13:42,2020-02-01T17:33:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-02,57.8,33.8,47.1,57.8,30.9,45.5,31.6,60.3,0,0,0,,0,0,30.3,21,232.8,1005.5,23.4,9.1,105.2,9.2,6,,2020-02-02T07:12:51,2020-02-02T17:34:25,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-03,70.9,48.9,58.3,70.9,46,57.9,35.1,42.7,0,0,0,,0,0,21.3,11,219.6,1012.1,33.6,9.9,86.5,7.5,5,,2020-02-03T07:11:59,2020-02-03T17:35:31,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,AS694,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-04,70.5,58.5,63.4,70.5,58.5,63.4,43.8,49.2,0,0,0,,0,0,22.8,13,222.4,1011.7,65.4,9.9,57.5,4.8,3,,2020-02-04T07:11:05,2020-02-04T17:36:38,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-05,62.7,41,52,62.7,36.3,49.6,46.1,82,0.164,100,41.67,rain,0,0,31.1,15.5,3.1,1013.7,91.6,8,27.5,2.4,2,,2020-02-05T07:10:10,2020-02-05T17:37:44,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-06,49.6,40.7,44.9,49.6,36.1,43.2,44.5,98.5,1.534,100,91.67,rain,0,0,44.5,8.1,46.8,1002.9,92.5,4.9,14.9,1.3,1,,2020-02-06T07:09:13,2020-02-06T17:38:51,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-07,60.8,37,51.4,60.8,29.5,48.2,38.4,64.4,0.295,100,29.17,rain,0,0,53.1,31.4,241.5,997.1,71.8,9.1,101.3,8.7,7,,2020-02-07T07:08:14,2020-02-07T17:39:57,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-08,44.9,29.6,37.2,40.5,23.8,32.9,21,53.1,0,0,0,,0,0,19.9,10.1,245,1024.2,19.2,9.9,132.3,11.5,6,,2020-02-08T07:07:14,2020-02-08T17:41:03,0.48,Clear,Clear conditions throughout the day.,clear-day,"C0630,KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-09,51,27.6,39.2,51,24.7,36.8,27.6,66.3,0,0,0,,0,0,18.3,9.2,170.3,1031.7,18.1,9.8,136.1,11.9,7,,2020-02-09T07:06:13,2020-02-09T17:42:09,0.5,Clear,Clear conditions throughout the day.,clear-day,"C0630,KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-10,55.4,38.6,47.7,55.4,32.5,45.1,39.3,74.2,0.186,100,37.5,rain,0,0,28.7,18.2,204.1,1024.9,68.9,9.1,50.2,4.5,3,,2020-02-10T07:05:10,2020-02-10T17:43:15,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-11,61.1,52.3,56.6,61.1,52.3,56.6,55.1,94.9,0.734,100,54.17,rain,0,0,23.7,7.7,252.2,1014.5,80.9,6.8,26.9,2.4,1,,2020-02-11T07:04:06,2020-02-11T17:44:20,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-12,52.1,44.4,47.3,52.1,40.7,44.8,37.3,69.2,0.002,100,4.17,rain,0,0,19.7,9.9,90.7,1020.8,80.9,9.9,58.2,4.9,4,,2020-02-12T07:03:01,2020-02-12T17:45:26,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KRIC,KFCI,AS694,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-13,61.9,43.1,52.9,61.9,39.1,51.9,48.4,85.6,0.134,100,45.83,rain,0,0,38.5,14.1,236.9,1009.8,76.6,8,31.9,2.8,2,,2020-02-13T07:01:54,2020-02-13T17:46:31,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-14,47,29.6,39.6,43.2,19.2,34.6,25.3,57.6,0,0,0,,0,0,21.9,13.3,2.4,1026.1,60.6,9.9,130.6,11.4,6,,2020-02-14T07:00:46,2020-02-14T17:47:35,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C0630,KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-15,38.4,20.5,30,35.3,14.2,25,14.9,53.9,0,0,0,,0,0,15.4,9.8,71.4,1035,28.3,9.9,142.8,12.5,7,,2020-02-15T06:59:37,2020-02-15T17:48:40,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-16,51.6,30.1,40.9,51.6,23.4,37.7,28.1,61.5,0,0,0,,0,0,18.1,9,214,1023.4,64.7,9.9,86.1,7.3,6,,2020-02-16T06:58:27,2020-02-16T17:49:44,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"C0630,KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-17,56,37.4,46.2,56,32.3,44.7,32,60.2,0,0,0,,0,0,20.1,12.7,49,1023.5,41.5,9.9,140.3,12.2,7,,2020-02-17T06:57:15,2020-02-17T17:50:48,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,AS694,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-18,61.9,33.2,48.1,61.9,33.2,47.6,41,78.1,0,0,0,,0,0,19.7,9.4,224.4,1021.7,52.2,8.4,109.4,9.3,6,,2020-02-18T06:56:03,2020-02-18T17:51:51,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,AS694,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-19,53,33.3,46.4,53,30.7,45,32.1,62.1,0.105,100,20.83,rain,0,0,23,11.9,358.7,1026,57.7,9.2,68.4,5.8,3,,2020-02-19T06:54:49,2020-02-19T17:52:54,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-20,40,31.2,35,36.9,26.3,32.2,25.7,70.1,0.055,100,25,"rain,snow",0,0,15,7.1,48.4,1030.5,75.7,9.1,28.5,2.7,1,,2020-02-20T06:53:34,2020-02-20T17:53:57,0.9,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"C0630,KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-21,38.7,23.1,31,32.9,14.6,24.2,14.1,51.5,0,0,0,,0,0,25.5,15.3,358.3,1032.5,23.1,9.9,161.1,14.1,7,,2020-02-21T06:52:19,2020-02-21T17:55:00,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-22,53.3,19.9,35.8,53.3,14.6,33.4,17.8,52.9,0,0,0,,0,0.1,15.2,10.5,205.4,1029.1,6.6,9.8,162,14.1,7,,2020-02-22T06:51:02,2020-02-22T17:56:02,0.97,Clear,Clear conditions throughout the day.,clear-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-23,62.6,24.7,43.9,62.6,24.7,42.9,23.9,52.1,0,0,0,,0,0,15.7,10.1,205.8,1023.4,17.9,9.9,164.6,14.3,7,,2020-02-23T06:49:44,2020-02-23T17:57:04,0,Clear,Clear conditions throughout the day.,clear-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-24,55.2,37.3,46.6,55.2,37.3,44.8,34.6,64.3,0.001,100,4.17,rain,0,0,22.3,14.4,197.3,1017.8,58.1,9.9,50.9,4.3,2,,2020-02-24T06:48:26,2020-02-24T17:58:05,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-25,59.2,46.3,50.8,59.2,42,49.9,49.3,94.8,0.411,100,45.83,rain,0,0,26.4,8.7,205.7,1011,85.1,5.5,43.9,3.8,2,,2020-02-25T06:47:06,2020-02-25T17:59:06,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KRIC,KFCI,AS694,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-26,54.7,46.9,51.8,54.7,46.9,51.7,51.4,98.3,0,0,0,,0,0,30.2,9.6,104.4,1009,94.8,1.7,26.7,2.2,1,,2020-02-26T06:45:46,2020-02-26T18:00:07,0.1,Overcast,Cloudy skies throughout the day.,cloudy,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-27,51.1,34.9,43.6,51.1,27.6,37,22.3,44.8,0.004,100,4.17,rain,0,0,32.7,21.1,278.6,1010.6,19.3,9.9,169.7,14.6,8,,2020-02-27T06:44:25,2020-02-27T18:01:08,0.13,Rain,Clear conditions throughout the day with early morning rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-28,49,29.2,39.9,42.9,22.2,33.7,20.2,46.1,0,0,0,,0,0,28.1,17.8,243.9,1015.6,36.7,9.9,146,12.7,6,,2020-02-28T06:43:03,2020-02-28T18:02:08,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-02-29,42.8,29.4,36.8,35.8,26.3,30.7,17.5,49,0,0,0,,0,0,30.4,21.6,304.8,1017.2,21.6,9.9,141.8,12.4,7,,2020-02-29T06:41:41,2020-02-29T18:03:08,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-03-01,53.3,21.2,37.9,53.3,16.1,36.1,15.2,43.5,0,0,0,,0,0,19.7,10.9,233.8,1024.3,10.9,9.9,177.2,15.3,8,,2020-03-01T06:40:18,2020-03-01T18:04:08,0.23,Clear,Clear conditions throughout the day.,clear-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-03-02,67.3,35.9,53,67.3,30.4,51,30.3,43.9,0,0,0,,0,0,36.1,21.3,203.9,1016.9,39.2,9.9,143.6,12.3,6,,2020-03-02T06:38:54,2020-03-02T18:05:07,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-03-03,64.2,47.6,57.1,64.2,44.6,56.8,48.4,72.8,0,0,0,,0,0,30.5,19.3,214.1,1007.3,48.2,9.8,49.5,4.4,2,,2020-03-03T06:37:29,2020-03-03T18:06:06,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-03-04,62.6,40.9,55.3,62.6,40.9,55.3,28.4,37.6,0,0,0,,0,0,24.1,13.9,250.4,1012.9,36.1,9.9,152.4,13.3,7,,2020-03-04T06:36:04,2020-03-04T18:07:05,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-03-05,54.2,38.7,48.6,54.2,34.9,46.3,29.1,47.9,0,0,0,,0,0,23.5,12.1,60.7,1019.5,55.4,9.9,137.9,12.1,7,,2020-03-05T06:34:38,2020-03-05T18:08:03,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-03-06,56.2,38.9,46.4,56.2,36.8,44.2,31.9,59.6,0.028,100,8.33,rain,0,0,31.9,18.4,323.9,1012.2,70,9.7,115,10,6,,2020-03-06T06:33:12,2020-03-06T18:09:01,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KRIC,KFCI,F2053,72401013740,KW96,KOFP,72308493775"
virginia,2020-03-07,53.4,35.6,44.9,53.4,31.8,39.7,21.7,41,0,0,0,,0,0,31.5,21.6,334.4,1026.1,38.3,9.9,229.8,19.8,8,,2020-03-07T06:31:45,2020-03-07T18:09:59,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,F2053,AS694,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-03-08,61.9,27.8,45.3,61.9,27.8,44.3,20.5,41.8,0,0,0,,0,0,18.3,11.4,212.8,1034.3,3,9.9,209.7,17.3,8,,2020-03-08T07:30:18,2020-03-08T19:10:57,0.47,Clear,Clear conditions throughout the day.,clear-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-03-09,71.9,42.5,56.5,71.9,38.1,54.8,29.1,37.3,0.004,100,4.17,rain,0,0,23.4,15.9,208.4,1031.1,31.9,9.9,193,16.7,8,,2020-03-09T07:28:50,2020-03-09T19:11:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-03-10,69.9,57.4,62.8,69.9,57.4,62.8,49.7,62.5,0,0,0,,0,0,33.2,20.8,214.2,1023.6,65,9.9,77.4,6.8,3,,2020-03-10T07:27:22,2020-03-10T19:12:51,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-03-11,67.2,51.1,59.4,67.2,51.1,59.4,47.1,64.7,0,0,0,,0,0,19.5,10.2,95.4,1018.7,63,9.9,118,10.2,6,,2020-03-11T07:25:53,2020-03-11T19:13:48,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-03-12,63.3,47.6,54.4,63.3,46.8,54,47.6,78.3,0,0,0,,0,0,16.1,7.4,65.8,1017.3,72.2,9.9,91.9,8.1,5,,2020-03-12T07:24:24,2020-03-12T19:14:44,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
virginia,2020-03-13,79.9,50.9,66.8,79.9,50.9,66.8,51.6,64.1,0.125,100,20.83,rain,0,0,32.2,18.9,249.2,1013.9,53.4,9.5,158.6,13.6,9,,2020-03-13T07:22:55,2020-03-13T19:15:41,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KRIC,KFCI,72401013740,F0267,KW96,KOFP,72308493775"
